CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-520,Merced County CoC,"Black, African American, or African",Race Alone,487
2019,CA-520,Merced County CoC,"Black, African American, or African",Race Combination,131
2019,CA-520,Merced County CoC,Hispanic/Latina/e/o,Race Alone,17
2019,CA-520,Merced County CoC,Hispanic/Latina/e/o,Race Combination,1662
2019,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,Race Combination,25
2019,CA-520,Merced County CoC,White,Race Alone,765
2019,CA-520,Merced County CoC,White,Race Combination,1503
2019,CA-520,Merced County CoC,Multiple Race,Race Alone,1757
2019,CA-520,Merced County CoC,Multiple Race,Race Combination,1757
2019,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,17
2019,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,68
2019,CA-521,Yolo County CoC,Asian or Asian American,Race Alone,11
2019,CA-521,Yolo County CoC,Asian or Asian American,Race Combination,*
2019,CA-521,Yolo County CoC,"Black, African American, or African",Race Alone,254
2019,CA-521,Yolo County CoC,"Black, African American, or African",Race Combination,51
2019,CA-521,Yolo County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-521,Yolo County CoC,Hispanic/Latina/e/o,Race Combination,375
2019,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-521,Yolo County CoC,White,Race Alone,450
2019,CA-521,Yolo County CoC,White,Race Combination,337
2019,CA-521,Yolo County CoC,Multiple Race,Race Alone,411
2019,CA-521,Yolo County CoC,Multiple Race,Race Combination,411
2019,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,76
2019,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,122
2019,CA-522,Humboldt County CoC,Asian or Asian American,Race Alone,*
2019,CA-522,Humboldt County CoC,Asian or Asian American,Race Combination,*
2019,CA-522,Humboldt County CoC,"Black, African American, or African",Race Alone,60
2019,CA-522,Humboldt County CoC,"Black, African American, or African",Race Combination,40
2019,CA-522,Humboldt County CoC,Hispanic/Latina/e/o,Race Alone,12
2019,CA-522,Humboldt County CoC,Hispanic/Latina/e/o,Race Combination,127
2019,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,Race Combination,20
2019,CA-522,Humboldt County CoC,White,Race Alone,919
2019,CA-522,Humboldt County CoC,White,Race Combination,191
2019,CA-522,Humboldt County CoC,Multiple Race,Race Alone,242
2019,CA-522,Humboldt County CoC,Multiple Race,Race Combination,242
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,16
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,Race Alone,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,Race Combination,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",Race Alone,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",Race Combination,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latina/e/o,Race Combination,149
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,Race Alone,192
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,Race Combination,145
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Race,Race Alone,153
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Race,Race Combination,153
2019,CA-524,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC",Asian or Asian American,Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC",Asian or Asian American,Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC","Black, African American, or African",Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC","Black, African American, or African",Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latina/e/o,Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC",White,Race Alone,18
2019,CA-524,"Yuba, Sutter Counties CoC",White,Race Combination,*
2019,CA-524,"Yuba, Sutter Counties CoC",Multiple Race,Race Alone,*
2019,CA-524,"Yuba, Sutter Counties CoC",Multiple Race,Race Combination,*
2019,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2019,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,*
2019,CA-525,El Dorado County CoC,Asian or Asian American,Race Alone,*
2019,CA-525,El Dorado County CoC,Asian or Asian American,Race Combination,*
2019,CA-525,El Dorado County CoC,"Black, African American, or African",Race Alone,12
2019,CA-525,El Dorado County CoC,"Black, African American, or African",Race Combination,*
2019,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Combination,32
2019,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-525,El Dorado County CoC,White,Race Alone,156
2019,CA-525,El Dorado County CoC,White,Race Combination,38
2019,CA-525,El Dorado County CoC,Multiple Race,Race Alone,43
2019,CA-525,El Dorado County CoC,Multiple Race,Race Combination,43
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,15
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,43
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Alone,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Combination,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Alone,27
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Combination,12
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Combination,123
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Alone,454
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Combination,143
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Alone,156
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Combination,156
2019,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2019,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,45
2019,CA-531,Nevada County CoC,Asian or Asian American,Race Alone,*
2019,CA-531,Nevada County CoC,Asian or Asian American,Race Combination,*
2019,CA-531,Nevada County CoC,"Black, African American, or African",Race Alone,*
2019,CA-531,Nevada County CoC,"Black, African American, or African",Race Combination,*
2019,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Combination,45
2019,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-531,Nevada County CoC,White,Race Alone,495
2019,CA-531,Nevada County CoC,White,Race Combination,81
2019,CA-531,Nevada County CoC,Multiple Race,Race Alone,90
2019,CA-531,Nevada County CoC,Multiple Race,Race Combination,90
2019,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,476
2019,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1419
2019,CA-600,Los Angeles County CoC,Asian or Asian American,Race Alone,938
2019,CA-600,Los Angeles County CoC,Asian or Asian American,Race Combination,337
2019,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Alone,33679
2019,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Combination,2501
2019,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Alone,3127
2019,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Combination,25598
2019,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Alone,416
2019,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Combination,530
2019,CA-600,Los Angeles County CoC,White,Race Alone,17070
2019,CA-600,Los Angeles County CoC,White,Race Combination,24267
2019,CA-600,Los Angeles County CoC,Multiple Race,Race Alone,26906
2019,CA-600,Los Angeles County CoC,Multiple Race,Race Combination,26906
2019,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,163
2019,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,420
2019,CA-601,San Diego County CoC,Asian or Asian American,Race Alone,268
2019,CA-601,San Diego County CoC,Asian or Asian American,Race Combination,162
2019,CA-601,San Diego County CoC,"Black, African American, or African",Race Alone,4103
2019,CA-601,San Diego County CoC,"Black, African American, or African",Race Combination,776
2019,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Alone,121
2019,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Combination,4610
2019,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Alone,151
2019,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Combination,181
2019,CA-601,San Diego County CoC,White,Race Alone,5813
2019,CA-601,San Diego County CoC,White,Race Combination,4467
2019,CA-601,San Diego County CoC,Multiple Race,Race Alone,5177
2019,CA-601,San Diego County CoC,Multiple Race,Race Combination,5177
2019,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,94
2019,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,515
2019,CA-602,Orange County CoC,Asian or Asian American,Race Alone,313
2019,CA-602,Orange County CoC,Asian or Asian American,Race Combination,134
2019,CA-602,Orange County CoC,"Black, African American, or African",Race Alone,1542
2019,CA-602,Orange County CoC,"Black, African American, or African",Race Combination,435
2019,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Alone,124
2019,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Combination,4979
2019,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Alone,130
2019,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Combination,122
2019,CA-602,Orange County CoC,White,Race Alone,4840
2019,CA-602,Orange County CoC,White,Race Combination,4660
2019,CA-602,Orange County CoC,Multiple Race,Race Alone,5306
2019,CA-602,Orange County CoC,Multiple Race,Race Combination,5306
2019,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,53
2019,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,154
2019,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Alone,11
2019,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Combination,14
2019,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Alone,212
2019,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Combination,81
2019,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Alone,20
2019,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Combination,1121
2019,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Combination,25
2019,CA-603,Santa Barbara County CoC,White,Race Alone,1217
2019,CA-603,Santa Barbara County CoC,White,Race Combination,1091
2019,CA-603,Santa Barbara County CoC,Multiple Race,Race Alone,1219
2019,CA-603,Santa Barbara County CoC,Multiple Race,Race Combination,1219
2019,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,39
2019,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,140
2019,CA-604,Kern County CoC,Asian or Asian American,Race Alone,24
2019,CA-604,Kern County CoC,Asian or Asian American,Race Combination,14
2019,CA-604,Kern County CoC,"Black, African American, or African",Race Alone,1451
2019,CA-604,Kern County CoC,"Black, African American, or African",Race Combination,166
2019,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Combination,1856
2019,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Alone,32
2019,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Combination,22
2019,CA-604,Kern County CoC,White,Race Alone,1580
2019,CA-604,Kern County CoC,White,Race Combination,1835
2019,CA-604,Kern County CoC,Multiple Race,Race Alone,1991
2019,CA-604,Kern County CoC,Multiple Race,Race Combination,1991
2019,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,19
2019,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,36
2019,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Alone,52
2019,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Combination,33
2019,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Alone,1432
2019,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Combination,142
2019,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,34
2019,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,734
2019,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,41
2019,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,27
2019,CA-606,Long Beach CoC (Los Angeles County),White,Race Alone,633
2019,CA-606,Long Beach CoC (Los Angeles County),White,Race Combination,722
2019,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Alone,824
2019,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Combination,824
2019,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2019,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,37
2019,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Alone,31
2019,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2019,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Alone,459
